id,功能模块名称,功能模块描述
D7-F3-4-3,充电截止SOC设置,远程控制充电截止SOC设置
D7-F3-4-4,续航里程,充放电状态信息上报-续航里程
D7-F3-4-5,SOC,充放电状态信息上报-SOC
D7-F3-4-6,充放电枪连接状态,充放电状态信息上报-充放电枪连接状态
D7-F3-4-7,充放电状态,充放电状态信息上报-充放电状态
D7-F3-4-8,电流,充放电状态信息上报-电流
D7-F3-4-9,电压,充放电状态信息上报-电压
D7-F3-4-10,充电效率,充放电状态信息上报-充电效率
D7-F3-4-11,充电剩余时间,充放电状态信息上报-充电剩余时间
D7-F3-4-12,预约充电状态,充放电状态信息上报-预约充电状态
D7-F3-4-13,充放电失败原因,充放电状态信息上报-充放电失败原因
D7-F3-4-14,预约充电或即插即充,充放电状态信息上报- 预约充电或即插即充
D7-F3-4-15,电池加热状态,远程查看电池加热状态
D7-F4-1,4G网络连接,支持车辆接入蜂窝4G网络，网络信号
D7-F4-2,5G网络连接,支持车辆接入蜂窝5G网络，网络信号
D7-F5-1,can时钟同步,Tbox为主时钟，通过CAN总线对各个部件进行广播时钟同步
D7-F5-2,gPTP时钟同步,Tbox为主时钟，通过以太和各个部件进行时间同步、频率同步
D8-F1-1,版本检测,OTAM通过诊断指令，收集车辆各域各零部件资产信息并上报给云端，云端比对资产信息并生成升级任务下发，车端或APP显示新版本信息
D8-F1-1-1,资产信息查询及收集,通过诊断指令，收集车辆各零部件资产信息
D8-F1-1-2,资产信息上报,将车辆资产信息上报给云端
D8-F1-1-3,软件版本比对,云端比对资产信息并反馈结果
D8-F1-1-4,版本信息下发,云端下发版本信息
D8-F1-1-5,版本检测提示,支持提示用户新版本；支持提示保持
D8-F1-1-6,版本检测入口（大屏）,用户可通过大屏进行主动检测
D8-F1-1-7,版本检测入口（手机）,用户可通过手机APP进行检测
D8-F1-1-8,支持SoftID资产采集,支持OTA场景下SoftID资产采集功能
D8-F1-2,车端下载升级包,车端可以选择自动下载打开或关闭，支持通过蜂窝或WiFi进行下载包下载，软件包下载到各车端后需进行完整性和合法性校验，并能实时展示下载进度
D8-F1-2-1,网络通信,"支持WIFI(STA);
支持4G/5G；"""
D8-F1-2-2,安全通信,"支持设备证书灌装；
支持身份认证；
支持TLS加密通信；"
D8-F1-2-3,设置下载,支持设置自动下载打开或关闭；
D8-F1-2-4,下载选择,"支持立即下载；
“自动下载”开关关闭时，用户可选择暂不下载；"
D8-F1-2-5,断点续传,支持断点续传;
D8-F1-2-6,完整性校验,支持升级包完整性校验；
D8-F1-2-7,验签,支持签名验证；
D8-F1-2-8,加解密-TBD,不支持升级包的加解密；
D8-F1-2-9,压缩包解压,支持压缩包解压
D8-F1-2-10,差分升级包还原,支持差分包还原
D8-F1-2-11,进度及结果显示,支持查看下载进度及结果；
D8-F1-3,手机远程控制下载升级包,当有升级任务时，用户可在手机上远程控制启动升级包下载，不需要上车操作IG ON
D8-F1-3-1,下载选择,"支持立即下载；
支持暂不下载；"
D8-F1-3-2,进度及结果显示,支持查看下载进度及结果；
D8-F1-3-3,整车唤醒,支持唤醒整车；
D8-F1-3-4,电源控制请求,支持高低压电源控制请求；
D8-F1-4,安装升级包,软件包下载完成，车端根据用户安装选项，进行各部件软件包的正式安装/刷写，安装软件包应满足安全、法规等基本要求，在升级过程中对车辆功能进行抑制或使能，已保证用户升级体验
D8-F1-4-1,车端触发安装升级,"支持选择立即升级；
支持选择预约升级；"""
D8-F1-4-2,APP远程触发安装升级,"支持选择立即升级；
支持选择预约升级；"
D8-F1-4-3,免责声明（车端）,支持免责声明显示；
D8-F1-4-4,免责声明（APP远程）,支持免责声明显示；
D8-F1-4-5,倒计时（车端）,支持倒计时显示，可选择取消升级；
D8-F1-4-6,倒计时（APP远程）,支持倒计时显示，可选择取消升级；
D8-F1-4-7,安装前置条件检测,支持整车OTA前置条件检测；
D8-F1-4-8,整车OTA模式,"支持请求进入/退出OTA模式；
支持反馈OTA模式状态；"
D8-F1-4-9,自安装升级包,支持自安装升级包
D8-F1-4-10,刷写升级包,支持刷写升级包
D8-F1-4-11,电源控制,"支持高低压电源控制；
支持高低压电源保持；"
D8-F1-4-12,安装进度及结果显示,支持安装进度及结果显示
D8-F1-4-13,升级过程中功能控制,"在OTA升级过程中，对门、窗、钥匙、挡位、动力、灯光、空调、充电、放电、座椅、EPB、ECALL等部件或功能进行抑制或使能。
1. CDC随开关门状态亮灭屏；
2. 车窗、天窗功能可用；
3. 解闭锁功能正常（支持所有钥匙）；
4. 可正常打开尾门
5. 支持和恢复空调正常工作（高压上电情况下）
6. 支持和恢复所有灯光控制正常（高压上电情况下）
7. 抑制换挡操作
8. 保持EPB拉起，不响应用户操作
9. 抑制任何扭矩请求
10. 发动机不工作
11. 国标数据平台登出
12. 支持ECALL
13. 支持和恢复座椅按摩、调节、加热通风；（高压上电情况下）
14. 支持和恢复音乐播放；（高压上电情况下）
15. 支持插枪未充电可升级； 支持充电中可暂停充电，升级完可恢复；
16. 抑制U盘升级和诊断刷写
17. 抑制小艺语音功能；
18. 抑制远程控制；
19. 抑制摄像头工作；
20. 保持高压直流转低压直流输出；
21. 升级过程中危险警告灯可正常开关;
22. 升级过程中热管理系统应支持对电池包散热"
D8-F1-4-14,升级过程中故障告警处理,高压自检告警
D8-F1-4-15,支持自动升级,支持用户打开自动更新设置，车端在每次升级任务下载完成后，在设定时间自动进行OTA升级
D8-F1-4-16,支持ETH节点升级,支持DoIP协议，对ETH节点升级
D8-F1-4-17,支持CAN/CAN-FD节点升级,支持DoCAN协议，对CAN/CAN-FD节点升级
D8-F1-4-18,支持LIN节点升级,支持DoLIN协议，对LIN节点升级
D8-F1-4-19,CDC支持OTA升级,实现IEE端到端OTA升级功能
D8-F1-4-20,MDC支持OTA升级,实现ICC端到端OTA升级功能
D8-F1-4-21,VIU0支持OTA升级,实现VIU0端到端OTA升级功能
D8-F1-4-23,TBOX支持OTA升级,实现TBOX端到端OTA升级功能
D8-F1-4-29,OTA升级时需抑制的功能项,"为保证OTA升级过程车辆和人身安全，及减少不必要的耗电，需做如下功能抑制：
1：升级过程中应抑制用户换挡和行车操作
2：升级过程中应抑制用户EPB操作，保持EPB拉起
3：升级过程中电机应禁止响应任何扭矩输出请求
4：升级过程中应禁止发动机响应任何操作，【说明】本要求仅针对增程器车型
5：升级过程中应关闭车外灯光（远光灯、近光灯、位置灯、倒车灯、雾灯、刹车灯等） 
6：升级过程中禁止近端及远程OBD诊断功能
7：升级过程中国标数据平台需要登出
8：升级过程中应抑制远程控制功能
9：升级过程中应抑制IVI U盘升级等近端升级功能
10：升级过程中应拟制摄像头功能，哨兵模式、视频通话等功能
11：升级过程中应抑制IVI小艺语音交互功能
12：升级过程中应抑制WiFi、蓝牙连接
13：升级过程中禁止启动智能补电 【说明】本要求仅针对增程器车型
14：升级过程中禁止仪表亮屏及背光，默认黑屏 
15：升级过程中应抑制流媒体内后视镜工作，不显示视频内容
16：升级过程中应抑制仪表产生故障告警音
17：升级过程中中控屏应只显示霸屏信息，抑制其他信息显示
18：升级过程中应禁止上报和存储通信丢失导致的故障
19：升级过程中应禁用功能安全设计需求，比如由于无法通信导致的功能安全设计需求
20：升级过程中应遵循整车上下电规范，若有不满足应及时提出"
D8-F1-4-24,VDC下挂三方部件OTA升级,升级部件清单跟随拓扑更新
D8-F1-4-25,支持升级失败大流程重试,如果升级失败，自动让车休眠，过10分钟后再唤醒整车重新升级
D8-F1-4-26,支持升级失败远程自动救援,如果出现5级升级失败，支持远程自动救援
D8-F1-5,升级任务管理（车云）,OTA车云基本功能需求，包括软件包的管理、控制器数据管理、车辆数据管理、软件版本管理、OTA任务策略配置、OTA任务管理等
D8-F1-5-1,软件包管理,"支持软件包上传、删除、修改；
支持制作差分包；
支持软件包签名；
支持软件包加密；
支持软件包命名规范检查；"""
D8-F1-5-2,控制器管理,"支持手动创建控制器及OTA相关信息；
支持同步控制器及OTA相关信息；"""
D8-F1-5-3,车辆数据管理,"支持同步车辆状态；
支持同步物料码-控制器信息；
支持同步车型/项目名称；
支持同步VIN-控制器信息；
支持同步配置物料码；
支持同步物料码-控制器信息；
支持手动创建物料码下的控制器信息；
支持同步车型/项目名称；
支持同步VIN码；
支持同步VIN码-控制器信息；"""
D8-F1-5-4,版本管理,"支持创建整车软件版本；（自定义/整车）
支持创建版本路径；"""
D8-F1-5-5,OTA策略管理,"OTA升级任务策略配置管理:
1. 支持配置升级顺序；
2. 支持配置前置条件；
3. 支持配置重试次数；
4. 支持配置回滚；
5. 支持OTA模式选择；（常规制/静默/救援）
6. 支持简易OTA模式；"""
D8-F1-5-6,任务管理,"OTA升级任务管理:
1. 支持创建OTA任务；（VIN/标签/批量导入）
2. 支持修改/删除OTA任务；
3. 支持配置任务有效期；
4. 支持OTA任务线上审核及发布；
5. 支持OTA任务统计及展示结果；"
D8-F1-6,日志管理,车端各域控制器在升级安装OTA任务时，产生的运行日志等维测信息采集、上报到车云，以支撑远程问题定位
D8-F1-6-1,收集OTA日志,"车端控制器记录并上传OTA升级日志：
1. 各域控制器记录并上传OTA升级日志；
2. 实时上传OTA升级数据并显示升级过程；
3. 不用拆车，近端可导日志；"
D8-F1-6-2,收集操作日志,记录OTA运维人员在平台上的操作记录
D8-F1-6-3,解析日志,OTA平台可解析升级数据，初步定位故障原因；
D8-F1-7,车云IT系统对接,NA
D8-F1-7-1,OTA管理平台与软件仓库对接,OTA管理平台与主机厂软仓做云云对接，将软件包和整车软件信息传递到OTA 车云
D8-F1-7-2,TSP与车厂生产系统对接,主机厂的生产系统下线车辆信息对接到TSP系统
D8-F4-1,一车一授权,域控制器（CDC和TBOX，其他域控制器不做强制要求）支持升级包与车进行绑定，在远/近端车辆升级时，需要对升级车辆和升级包做绑定，防止老版本/特权版本/功能软件版本的滥用；支持一机一授权安全启动；
D8-F4-2,诊断安全,近端诊断授权管理：支持近端诊断授权管理机制，支持对指定车辆授权，诊断仪获取指定车辆授权后才可进行修改配置等操作。
D8-F4-3,密钥灌装,"1）高风险部件UDS 27密钥支持一车一件一密钥，采用车厂产线灌装方式，灌装部件包括CDC、MDC、VDC、TBox、VIU（×3）、BMS、IKM、EPS；
2）防盗密钥支持一车一密钥，采用车厂产线灌装方式，灌装部件最终以 防盗认证业务规范 确定的范围为准 """
D8-F4-4,车内安全通信-信任环,"1）车内部件间以太通信，支持基于密钥协商生成会话密钥，建立端端加密的传输通道，确保车内通信的机密性和完整性；
2）车内关键部件构建安全通信信任环，未经授权的设备接入信任环，将生成告警并上报给车云平台；"""
D8-F4-5,证书管理,"1. 支持使用诊断工具为CDC/T-Box/MDC/VDC/VIU几个零部件灌装设备证书。
2. 支持通过诊断仪、电检设备读取证书的状态、有效期、证书主题等。
3. 支持通过诊断工具，手动对证书进行更新"""
D8-F4-6,入侵检测系统,"1. 提供检测对车辆的网络安全攻击的能力；
2. 提供监测与车辆相关的威胁和攻击的能力；
3. 提供取证网络安全攻击的能力；
4. 识别车辆通信通道遭受拒绝服务攻击的能力,并对攻击进行相应的处理，车辆通信信道包括移动蜂窝通信、V2X、CAN总线、车载以太网等。"""
D8-F4-7,远控端到端安全,"1.为远程控制业务提供端到端的安全保护能力，由移动终端对远控指令进行签名保护，由车端依据证书对指令完整性进行校验，防止网络通道和云的仿冒或者篡改指令，保证只有绑定的移动终端可以远程控制车辆。
2.车辆与移动终端交互的远控信息，默认全部支持端到端完整性保护。"""
D8-F6-1,隐私通知（隐私声明框架）,"1、智能座舱提供查看整车隐私政策、基础服务声明和增强服务声明的框架；
2、智能座舱支持从车云更新整车隐私政策。
备注：隐私声明的内容需要满足当地法律法规的要求。"""
D8-F6-2,敏感权限控制功能（敏感权限控制增强功能）,"1.访问智能座舱敏感权限（麦克风、车内摄像头、位置）需要获取用户授权，麦克风、车内摄像头、位置授权时支持设置有效期；支持查看、撤销授予应用的敏感权限。
2.访问车辆位置（含座舱、ADS、TBOX）权限需要获取用户授权，支持查看、撤销授予应用的位置权限。
3.支持禁用设备的麦克风、车内摄像头、位置功能，关闭后，应用（含非座舱应用）即使获得麦克风、车内摄像头、位置权限也无法获取数据。"""
